Serial # of the imaged chromosome,ID # of the imaged TAD,x(um),y(um),z(um)
56,35,28.339325,22.353642,1.48188
56,36,29.078184,21.092823,2.148512
56,37,28.334032,20.895542,2.204599
56,38,27.632315,22.028733,2.127846
56,39,27.507667,22.284094,1.8915
56,40,27.115618,21.337483,1.85283
57,1,29.469899,21.513939,1.255719
57,2,29.55218,22.366786,1.296468
57,3,29.536476,21.601688,1.546305
57,4,29.327155,22.08413,1.245857
57,5,28.545319,19.203715,1.712391
57,6,29.417932,21.373591,1.073136
57,7,28.615929,20.860878,0.83948
57,8,28.639837,20.017802,1.098211
57,9,27.431444,19.670434,1.274687
57,10,27.717826,19.37669,0.876211
57,11,28.654202,19.296058,1.243949
57,12,29.022237,20.17049,1.020116
57,13,30.088154,19.390651,1.258178
57,14,29.767599,19.218381,1.124233
57,15,29.225643,19.167079,1.011005
57,16,29.048948,20.421358,1.08012
57,17,30.112118,21.23824,0.811201
57,18,29.83508,21.511476,0.822684
57,19,29.889463,21.692448,1.906184
57,20,30.162371,21.126819,0.97856
57,21,29.413005,20.681773,0.991828
57,22,30.312633,19.699469,1.285918
57,23,28.855265,20.769409,0.985224
57,24,29.929134,20.513787,0.979108
57,25,30.801227,20.776688,1.982606
57,26,30.562545,20.894696,1.451473
57,27,30.571053,21.009909,1.553278
57,28,30.287529,20.964279,1.320916
57,29,29.895767,20.903901,1.312637
57,30,30.931766,21.072104,1.931594
57,31,29.935687,20.864197,1.963895
57,32,29.777193,20.660371,1.969046
57,33,29.619084,21.128233,1.710717
57,34,30.900872,19.615733,1.083833
57,35,30.82186,20.496784,1.573111
57,36,31.100391,20.623097,1.662239
57,37,30.983064,20.989727,1.003014
57,38,30.749115,21.150298,1.092629
57,39,30.635841,20.658451,0.771586
57,40,30.052751,19.759331,1.131566
58,1,21.300951,25.988803,0.943799
58,2,18.380694,25.510831,0.985991
58,3,19.106235,23.905732,1.791642
58,4,18.077642,24.120255,1.285775
58,5,17.717733,24.694274,1.413193
58,6,18.077436,25.082235,0.87811
58,7,18.819718,23.153028,1.198898
58,8,19.039014,23.761386,1.860179
58,9,18.583782,23.97732,1.292161
58,10,19.003621,24.396278,1.155166
58,11,19.021633,24.638531,1.615572
58,12,17.11033,25.737126,1.579874
58,13,20.369736,25.80513,1.453495
58,14,18.975699,24.790782,1.294566
58,15,19.122543,25.260866,1.480056
58,16,19.826685,24.573718,2.121104
58,17,19.230525,25.875408,1.013761
58,18,19.812366,26.340303,1.058316
58,19,17.706184,25.702808,1.140081
58,20,18.856016,24.343368,1.457763
58,21,18.293447,27.032842,1.17616
58,22,19.377829,24.885332,1.126066
58,23,18.369762,26.863623,1.257869
58,24,18.277878,26.588392,1.423046
58,25,18.147634,26.894097,1.997936
58,26,17.807021,25.803457,1.364386
58,27,17.647574,25.090601,1.280643
58,28,19.647539,27.899066,1.883825
58,29,17.477627,24.739337,1.158622
58,30,17.712453,25.13034,1.54866
58,31,18.196863,24.935396,1.831776
58,32,17.758809,24.910148,1.855043
58,33,18.159009,26.454992,1.541403
58,34,20.34058,25.846173,1.943132
58,35,19.038105,27.282833,1.89124
58,36,19.758353,27.37295,1.378997
58,37,18.426824,27.638587,1.521838
58,38,18.552174,27.362929,1.16775
58,39,19.055796,26.712557,0.913143
58,40,19.830818,25.894735,0.888117
59,1,22.61185,21.714886,1.799074
59,2,24.341158,21.246587,2.560174
59,3,23.09227,20.193026,2.182893
59,4,23.084591,20.272966,2.382007
59,5,21.464976,20.989382,1.817132
59,6,21.692607,20.334027,2.621222
59,7,22.486665,21.252812,2.315483
59,8,21.828197,19.986823,2.402535
59,9,21.498275,20.980916,2.008939
59,10,22.029328,21.396314,2.370651
59,11,22.17604,21.530256,1.841754
59,12,23.180305,20.815003,2.394711
59,13,23.375498,21.887047,1.780844
59,14,22.973756,21.295663,2.220045
59,15,23.366295,21.667556,2.185284
59,16,24.339568,22.619575,1.371612
59,17,23.91389,21.950412,1.546716
59,18,21.884445,23.092853,1.507363
59,19,23.854834,22.900703,2.150629
59,20,23.426854,22.327173,2.355513
59,21,22.323133,23.018319,2.668081
59,22,23.892107,23.174532,2.072904
59,23,22.606811,22.855012,2.247166
59,24,23.248353,22.722963,2.123242
59,25,23.795252,23.883978,2.301117
59,26,22.229949,24.102825,2.394146
59,27,22.370719,24.243659,2.371295
59,28,22.452601,22.211793,2.08747
59,29,22.500056,21.841357,2.772426
59,30,22.225684,22.905852,2.60033
59,31,23.06232,23.97382,2.039231
59,32,22.032686,22.268959,2.400929
59,33,22.022104,24.218275,1.382174
59,34,21.614843,22.428621,2.766621
59,35,21.521204,23.854794,2.334291
59,36,22.986583,24.240539,2.024485
59,37,22.700212,23.910925,2.701557
59,38,21.420854,22.381655,2.598635
59,39,20.857143,23.281036,2.762888
59,40,,,
60,1,21.365292,25.194213,1.734825
60,2,20.987217,25.426636,1.145128
60,3,21.702036,25.938285,1.880749
60,4,21.34723,26.04517,1.442331
60,5,21.672335,26.438365,2.934218
60,6,20.664919,26.958292,2.375555
60,7,20.345513,26.454118,1.893142
60,8,20.801706,25.749851,2.821003
60,9,20.260128,26.163726,2.028279
60,10,21.099076,27.193131,1.981758
60,11,21.439862,27.66921,2.085137
60,12,,,
60,13,21.368874,27.001429,2.43374
60,14,21.30284,26.269618,2.55356
60,15,22.759137,27.455774,2.043992
60,16,20.973374,27.61251,1.845813
60,17,20.703181,26.823044,2.355889
60,18,20.559678,27.444766,1.180387
60,19,21.36962,26.751333,1.612246
60,20,20.196536,26.492471,1.637233
60,21,20.429347,27.028174,1.657063
60,22,20.777781,25.613409,2.325398
60,23,20.380978,26.240888,2.089142
60,24,20.387529,26.069916,1.354019
60,25,20.05669,25.521508,1.860385
60,26,20.371641,25.934092,1.889138
60,27,20.636623,25.801456,1.832789
60,28,20.951769,26.416334,1.895157
60,29,20.549637,25.630583,1.422353
60,30,21.911774,25.38592,2.073282
60,31,20.637406,24.954066,1.2756
60,32,22.523627,27.101468,1.680414
60,33,21.40401,24.852288,1.83407
60,34,21.071107,24.826149,1.296742
60,35,21.370457,24.690441,1.507681
60,36,21.836862,24.642633,1.470581
60,37,21.336957,25.100085,2.437449
60,38,21.463247,24.729067,1.167192
60,39,22.050319,24.371036,1.616615
60,40,22.170635,24.018538,1.147904
61,1,19.931059,15.418401,1.678237
61,2,,,
61,3,19.899272,16.789388,1.854433
61,4,20.673647,17.275888,0.828599
61,5,21.960661,15.997515,2.012064
61,6,20.47686,17.162427,1.263828
61,7,21.640664,15.598567,1.143252
61,8,21.382853,16.739793,1.290915
61,9,20.524849,16.346441,1.211871
61,10,19.864711,17.527918,0.769726
61,11,20.259584,17.194186,1.43997
61,12,20.740654,16.559998,1.166915
61,13,19.938905,16.415992,1.492829
61,14,20.02862,16.282332,1.547935
61,15,19.781131,16.729921,0.876619
61,16,21.517525,15.571137,0.948376
61,17,22.169989,15.732389,2.062876
61,18,22.362661,15.280954,2.002601
61,19,21.860132,14.601503,1.622659
61,20,21.491552,15.110554,1.020931
61,21,21.669135,15.751876,0.871302
61,22,21.215877,15.239232,1.308362
61,23,21.455641,15.283016,1.654996
61,24,20.851524,16.336023,1.075642
61,25,21.445542,14.846788,2.391078
61,26,21.48375,15.128029,2.552794
61,27,20.978916,15.562283,2.366913
61,28,21.58028,14.925069,2.352106
61,29,21.813708,16.980016,2.479382
61,30,22.023131,15.680689,2.341574
61,31,21.753274,15.865842,1.776533
61,32,21.71352,15.327197,1.979026
61,33,21.947677,15.539211,1.571787
61,34,21.776928,16.737389,1.275808
61,35,22.216453,14.132092,2.057998
61,36,21.322805,16.213544,2.387173
61,37,21.112057,15.859365,2.523161
61,38,21.115669,16.887968,2.654792
61,39,22.663913,16.630273,1.229904
61,40,21.710249,16.311047,1.449714
62,1,26.008745,17.941635,1.596449
62,2,26.597148,17.486193,1.091307
62,3,25.726853,17.498415,1.641353
62,4,26.508866,16.52204,0.917222
62,5,26.348289,16.791368,1.792348
62,6,26.866385,16.876632,1.049489
62,7,27.34343,17.194078,1.236538
62,8,26.606583,17.354764,0.922905
62,9,27.188379,17.730038,1.139665
62,10,25.641367,18.090377,2.193025
62,11,26.474056,17.070232,1.605054
62,12,25.610772,18.184387,2.30846
62,13,25.704648,17.166773,2.086891
62,14,26.53379,17.091487,1.675489
62,15,27.144626,17.232845,1.795649
62,16,27.118355,17.714264,1.708821
62,17,27.443924,17.946427,1.509464
62,18,27.034003,17.904916,1.04931
62,19,26.154973,18.093963,2.246025
62,20,26.848122,17.896797,2.028676
62,21,26.686652,18.154242,0.918648
62,22,26.468696,18.600284,1.184903
62,23,26.831165,18.299513,2.044336
62,24,26.71983,18.997215,1.964787
62,25,25.984169,19.314647,2.01115
62,26,25.954446,18.092019,1.675242
62,27,25.65208,19.311007,2.291979
62,28,25.436854,19.173287,1.972505
62,29,25.160167,18.799099,2.531951
62,30,25.28277,19.644917,2.334584
62,31,26.376821,19.984571,1.664069
62,32,26.293341,19.466238,1.556738
62,33,26.014819,20.257183,1.552866
62,34,26.247535,20.136213,2.293977
62,35,26.018618,19.524728,1.954945
62,36,26.632128,20.366228,1.444477
62,37,25.422431,19.885451,1.659353
62,38,26.386591,18.69321,1.984449
62,39,26.743021,19.016763,1.144848
62,40,26.357624,18.689343,1.180741
63,1,27.167885,21.894902,2.387372
63,2,27.526482,21.056001,2.787499
63,3,26.602227,24.181441,1.170906
63,4,27.078698,21.19519,2.694474
63,5,26.681213,21.992749,2.144259
63,6,26.882095,22.658182,1.198489
63,7,27.414708,22.983216,0.995286
63,8,27.835339,23.332936,1.186452
63,9,25.943462,24.377141,1.110968
63,10,26.318057,23.964366,1.307415
63,11,28.408291,23.555578,1.414357
63,12,27.154153,23.401189,1.354418
63,13,26.842403,23.997364,2.076901
63,14,26.372226,23.264973,1.464294
63,15,27.279966,23.825496,1.288744
63,16,27.681511,24.992426,2.077975
63,17,28.574873,24.478518,1.107914
63,18,28.050966,24.045928,1.025864
63,19,27.735295,25.280329,1.084218
63,20,27.955218,24.266804,1.30428
63,21,28.773401,24.639687,1.497915
63,22,29.290158,25.376768,1.423214
63,23,28.2824,25.201221,1.799087
63,24,28.779422,24.16054,1.190104
63,25,29.450392,25.117768,1.388299
63,26,27.19728,23.910143,1.573187
63,27,27.035875,24.606577,1.579246
63,28,27.822538,23.852329,1.925834
63,29,28.17901,25.134412,2.407717
63,30,28.376743,25.282598,1.567374
63,31,28.538462,25.516115,2.347168
63,32,28.305699,25.832754,1.255407
63,33,27.213168,25.73924,1.540901
63,34,27.46333,25.198793,1.759222
63,35,26.640795,25.104937,1.423919
63,36,26.344763,25.152175,1.396937
63,37,27.013196,25.266174,1.089367
63,38,27.279002,25.098076,1.110005
63,39,27.288471,24.990166,1.024575
63,40,26.438315,25.16325,0.977596
64,1,24.385982,15.546541,1.434094
64,2,24.277198,15.666048,1.393021
64,3,23.401657,14.777968,2.082685
64,4,22.754294,14.371434,1.281701
64,5,23.041869,14.326233,1.337705
64,6,23.775372,14.550049,0.99816
64,7,23.368971,15.391689,1.297752
64,8,24.096464,14.087865,1.129567
64,9,24.18521,15.98628,1.786838
64,10,23.345892,14.875375,1.228919
64,11,24.302162,14.720374,1.347019
64,12,25.024712,15.048609,1.112797
64,13,24.866058,14.60914,1.582832
64,14,,,
64,15,25.179145,14.522129,1.051722
64,16,25.648925,15.864221,1.434667
64,17,24.496818,15.578119,1.037133
64,18,24.276282,15.041451,1.262194
64,19,24.867465,16.752331,1.695468
64,20,24.470511,16.211887,1.872259
64,21,24.424411,16.365486,1.625136
64,22,24.557002,16.545292,1.982093
64,23,24.314906,16.284181,1.233167
64,24,25.004204,16.80223,1.338277
64,25,25.507608,16.261608,1.294881
64,26,25.102571,15.855583,1.370688
64,27,25.034486,16.35466,1.491671
64,28,26.094887,15.793878,1.540932
64,29,26.211573,16.265418,1.034523
64,30,26.201839,17.039603,1.278572
64,31,26.705163,16.398586,1.623829
64,32,,,
64,33,25.265602,16.134429,1.641451
64,34,24.906221,16.448339,2.224464
64,35,24.829716,16.20846,2.519988
64,36,26.29697,16.78319,1.853482
64,37,25.500979,17.00722,2.009577
64,38,25.500376,15.92192,0.945504
64,39,26.414415,16.909074,1.399852
64,40,25.529133,15.223389,1.139352
65,1,28.845732,22.322959,1.614406
65,2,28.529778,21.750283,2.068778
65,3,29.200958,21.997756,1.412842
65,4,28.762603,22.365851,1.335115
65,5,,,
65,6,29.260716,21.076323,1.495053
65,7,29.650332,21.83037,1.467624
65,8,29.276279,22.436333,0.996748
65,9,29.987024,22.471486,1.3037
65,10,29.444615,22.15376,1.934711
65,11,29.120561,22.525671,1.495545
65,12,28.753688,20.751606,1.722956
65,13,29.544671,23.304658,1.357128
65,14,28.008127,21.560463,2.107223
65,15,27.924165,21.948341,1.673777
65,16,29.397652,23.453017,1.862802
65,17,29.324569,22.971043,1.978658
65,18,29.475957,23.843557,1.790312
65,19,29.598429,24.597519,1.89434
65,20,28.287855,23.828393,2.037432
65,21,28.977183,23.396647,1.987288
65,22,28.231833,23.725471,1.779833
65,23,28.811546,22.828208,1.439014
65,24,29.546104,24.508002,1.638987
65,25,29.568868,25.264707,1.787103
65,26,29.649407,24.791749,1.477836
65,27,28.673482,24.743802,1.060309
65,28,29.324981,24.530027,1.399746
65,29,29.977518,25.422404,1.432505
65,30,29.424846,25.124736,1.225193
65,31,29.093931,26.253113,1.723329
65,32,29.60764,25.673536,1.153885
65,33,29.277718,24.071289,1.027032
65,34,28.817424,22.98664,1.020149
65,35,29.575639,21.887036,1.585603
65,36,28.701661,22.584821,1.787031
65,37,28.336677,23.187023,1.260542
65,38,27.897897,25.497732,1.17585
65,39,28.123246,24.70777,0.949498
65,40,28.921056,24.394427,1.44609
66,1,27.324125,22.86367,2.176144
66,2,27.07345,22.952367,2.678143
66,3,27.521752,23.332169,2.192819
66,4,28.765875,20.418498,3.199469
66,5,27.954544,23.205794,2.330735
66,6,28.387431,23.062274,2.545937
66,7,26.929248,22.040428,2.645986
66,8,27.278573,22.152704,2.307845
66,9,27.009281,22.683885,2.493927
66,10,26.828619,23.240785,1.931144
66,11,28.176474,22.704885,2.242815
66,12,28.710256,22.264791,2.760606
66,13,28.099862,21.564808,2.180909
66,14,28.188463,22.657791,2.50724
66,15,27.754062,21.780544,2.63963
66,16,26.437446,21.343756,3.201716
66,17,26.474772,20.55627,2.974598
66,18,26.67782,21.078752,2.962162
66,19,26.681807,20.846122,1.859983
66,20,26.790186,20.935208,2.862295
66,21,26.12262,21.523704,2.998587
66,22,26.25056,21.67916,2.601134
66,23,26.786331,21.76646,2.691762
66,24,25.937998,21.136117,2.745871
66,25,27.203193,21.233507,2.678293
66,26,27.542879,21.029244,2.263527
66,27,27.877434,20.985555,2.435667
66,28,28.643433,21.042817,2.522291
66,29,28.032266,21.301105,2.847525
66,30,28.592441,20.262927,2.279859
66,31,28.165969,20.22774,2.413263
66,32,27.613743,19.806184,2.325814
66,33,27.33797,20.627325,2.318755
66,34,26.175605,19.925885,1.958397
66,35,28.80515,21.640311,2.439346
66,36,29.283894,21.430125,2.740698
66,37,29.004378,21.570089,2.836759
66,38,28.108916,21.559103,2.578924
66,39,28.694219,22.400695,2.957917
66,40,28.38777,21.753535,2.395151
67,1,17.267965,22.556059,2.360164
67,2,16.791989,23.072456,2.82307
67,3,17.303574,22.327729,2.485234
67,4,16.107523,22.33334,2.962233
67,5,16.333359,22.178287,3.367536
67,6,15.66898,22.772029,3.177833
67,7,16.213967,23.47091,2.952388
67,8,16.416834,22.903331,2.286989
67,9,16.571348,23.788073,2.324524
67,10,,,
67,11,17.790218,23.698463,2.078795
67,12,17.313818,23.736511,2.52882
67,13,18.249078,23.302,2.44264
67,14,17.520905,23.87361,2.593884
67,15,16.198067,22.987132,2.339503
67,16,16.915708,22.636122,3.069207
67,17,16.94869,22.747743,3.431301
67,18,17.408262,22.62792,3.136828
67,19,17.682312,23.063668,3.489282
67,20,17.268964,23.345349,3.106999
67,21,17.141632,23.418504,2.30323
67,22,17.786417,23.645949,2.51714
67,23,16.962567,23.374041,3.067874
67,24,18.103264,23.047446,2.842961
67,25,18.649466,23.570068,2.764881
67,26,18.72345,23.159598,3.074103
67,27,18.252903,22.570426,2.77355
67,28,18.018481,22.73408,2.48906
67,29,16.140408,22.530965,3.505557
67,30,16.193461,22.377483,3.31595
67,31,17.417785,22.143354,3.00843
67,32,19.159326,23.302361,2.694537
67,33,18.175662,22.363667,2.617494
67,34,16.977786,22.219173,3.427728
67,35,15.583754,23.03135,2.809122
67,36,18.877381,21.568585,1.596501
67,37,18.159526,22.423694,3.170895
67,38,17.94942,22.369994,3.808844
67,39,18.669975,21.714965,2.995996
67,40,16.92787,21.977685,2.743856
68,1,26.613666,27.185786,2.075611
68,2,27.015857,27.39746,1.93173
68,3,26.404095,27.237001,1.752351
68,4,27.09449,27.470354,1.869857
68,5,27.212096,27.554188,1.900663
68,6,27.668182,28.016504,1.90314
68,7,27.739845,28.57263,2.519308
68,8,27.083876,28.368616,2.348866
68,9,27.89009,28.297966,2.130414
68,10,27.307848,29.726963,1.85172
68,11,26.688894,27.957646,1.716572
68,12,26.729866,27.417561,1.245815
68,13,26.898242,27.831277,1.530587
68,14,26.859887,27.447207,1.661179
68,15,27.543983,27.506581,1.566635
68,16,27.264537,28.802424,1.279711
68,17,27.631376,28.21709,1.414047
68,18,27.359384,29.296881,1.169258
68,19,28.106105,28.358315,1.011161
68,20,27.857341,29.733598,1.158814
68,21,27.652805,29.298777,1.057414
68,22,26.986703,29.366799,1.32245
68,23,27.777152,30.503288,1.501705
68,24,28.114797,29.769491,1.806119
68,25,28.21137,28.970372,1.273138
68,26,27.651779,28.978706,1.767498
68,27,28.365273,29.573906,1.437225
68,28,28.076351,29.921497,1.794319
68,29,28.143725,30.269645,1.310851
68,30,28.246704,30.200905,1.329633
68,31,28.628723,30.917645,1.266983
68,32,28.07139,29.481618,1.507653
68,33,28.732236,29.569713,2.09342
68,34,28.692507,29.50988,1.761668
68,35,28.420168,29.791375,1.760669
68,36,28.231163,29.193208,1.711212
68,37,27.692806,29.343383,1.672358
68,38,28.998065,30.735709,1.614481
68,39,28.417029,29.267795,2.062232
68,40,27.774255,28.813764,2.088182
69,1,29.024823,12.185549,2.031419
69,2,29.534199,11.190549,2.55817
69,3,28.848905,11.251243,1.937134
69,4,28.444211,10.977152,2.621396
69,5,28.922862,10.933352,2.571199
69,6,29.104646,11.574325,2.726806
69,7,28.875219,11.670576,2.344622
69,8,29.185775,11.685811,1.966236
69,9,29.513532,12.053509,2.224731
69,10,29.944966,11.873327,2.135691
69,11,29.767548,11.413032,2.012137
69,12,29.727475,12.210706,1.447211
69,13,27.136641,11.59088,2.435364
69,14,29.828871,12.101608,1.83592
69,15,29.286706,12.02034,1.900177
69,16,28.979102,12.26636,1.141375
69,17,29.223748,11.984003,1.055324
69,18,29.958031,12.719068,2.012164
69,19,29.804066,12.845479,2.123652
69,20,29.027227,11.669368,1.220109
69,21,30.270318,12.458262,1.394076
69,22,29.437217,11.483466,1.539601
69,23,30.220509,12.466827,1.839621
69,24,30.184476,12.359969,1.12343
69,25,28.099055,13.116003,1.118991
69,26,28.26284,12.690006,1.447318
69,27,28.008061,13.456664,1.603075
69,28,26.824978,13.028727,1.07616
69,29,28.083881,12.43344,1.122144
69,30,27.677538,11.80433,1.036272
69,31,28.434552,12.194084,1.404357
69,32,28.444195,11.650627,1.604852
69,33,28.573225,13.129333,1.39121
69,34,29.488519,12.130405,1.526798
69,35,28.762408,12.683259,1.571284
69,36,29.022158,12.747186,1.862908
69,37,28.754449,12.372653,2.005416
69,38,27.414508,12.626902,1.51885
69,39,28.753199,12.663587,2.395844
69,40,28.183524,12.45889,2.074857
70,1,22.190999,23.926988,1.422776
70,2,22.969852,24.230634,1.260159
70,3,,,
70,4,23.253117,23.739535,1.276195
70,5,22.08523,24.448181,1.001917
70,6,21.938986,23.657519,1.1243
70,7,20.627905,23.488292,1.04515
70,8,21.196834,23.761148,1.19479
70,9,20.295197,24.402796,1.001207
70,10,19.828452,24.418394,0.985577
70,11,19.604827,24.024074,1.419674
70,12,19.989795,22.616673,0.919984
70,13,19.697346,22.555311,1.417426
70,14,20.344099,23.54726,1.550466
70,15,20.316917,23.479391,1.167572
70,16,20.066671,22.150851,1.109119
70,17,19.530979,22.036299,1.054058
70,18,19.482908,22.754501,0.950381
70,19,18.868268,23.444832,1.209373
70,20,19.784824,23.404278,0.983329
70,21,20.606983,22.803359,1.445773
70,22,20.894847,22.750898,1.333584
70,23,18.721212,23.099154,1.48295
70,24,18.723802,23.694683,1.894391
70,25,19.083497,22.221022,1.161679
70,26,18.873896,22.014187,1.302119
70,27,18.596058,22.357701,1.075264
70,28,18.421256,22.895739,1.447753
70,29,17.155194,23.167507,0.778513
70,30,17.931288,22.286114,1.228245
70,31,18.077032,22.498233,1.633472
70,32,18.894421,23.904111,1.399882
70,33,18.715515,24.328858,1.003786
70,34,19.394582,24.359498,2.008278
70,35,18.150679,23.804183,1.743947
70,36,17.413637,23.237721,1.315654
70,37,17.384457,23.713829,1.288025
70,38,17.422885,22.900123,0.994271
70,39,18.684396,23.700888,1.046985
70,40,19.093648,23.753971,1.260065
71,1,25.993545,22.026908,1.444776
71,2,26.2933,22.986689,1.662139
71,3,25.209361,21.592968,1.55323
71,4,24.725379,22.639432,1.282582
71,5,25.556796,22.900813,1.074889
71,6,24.139631,22.317331,0.932477
71,7,24.355935,21.862142,1.167702
71,8,25.345621,21.497361,1.417747
71,9,24.228492,21.530154,1.091515
71,10,23.972468,22.190284,1.252698
71,11,22.728272,22.9572,1.491478
71,12,22.910438,22.442467,1.45706
71,13,23.681765,22.305564,1.527198
71,14,23.706405,23.09926,1.376954
71,15,24.718905,23.154981,2.104336
71,16,23.123253,23.601188,1.320184
71,17,23.504197,23.304649,1.374645
71,18,24.769243,22.784023,1.126791
71,19,23.05305,23.273389,0.980043
71,20,24.210668,23.354221,1.193236
71,21,24.948589,23.739215,0.943197
71,22,23.359805,23.952503,1.67866
71,23,24.003921,23.854407,1.504951
71,24,23.859834,23.953398,1.696408
71,25,23.971675,23.040351,2.095987
71,26,24.712724,23.688101,1.430434
71,27,25.079678,23.317745,1.221794
71,28,26.38813,23.120737,1.4407
71,29,26.22437,23.508202,1.228765
71,30,26.62852,23.821244,1.275537
71,31,27.027979,23.911086,1.189925
71,32,26.009097,22.994664,1.485439
71,33,25.26215,22.937905,1.403115
71,34,26.685472,24.085389,1.499694
71,35,26.383741,23.762636,1.675479
71,36,25.377772,23.223756,1.30397
71,37,25.95583,22.921237,1.137244
71,38,25.343488,23.353597,1.151389
71,39,26.89,23.705636,1.003624
71,40,27.107467,23.251752,1.117914
72,1,24.126134,19.449587,2.108095
72,2,23.953551,19.911109,2.655787
72,3,25.211862,19.596362,2.084004
72,4,24.747303,19.340749,2.988892
72,5,,,
72,6,23.017786,19.571155,1.80367
72,7,23.688694,19.652354,1.680449
72,8,23.382802,19.438166,1.99679
72,9,22.936371,19.235611,2.231431
72,10,22.885711,19.820254,1.485142
72,11,22.129174,19.426378,2.42263
72,12,22.75514,19.536478,2.366924
72,13,22.097093,19.00484,2.153486
72,14,23.699731,19.042144,2.526397
72,15,23.133302,18.950281,2.795369
72,16,21.688734,18.524543,3.042141
72,17,21.477257,19.272881,2.92858
72,18,21.415565,18.385964,1.544634
72,19,21.250564,19.936614,2.499534
72,20,21.103714,20.023583,1.970893
72,21,22.484191,19.730249,3.055243
72,22,22.953825,19.873923,2.878124
72,23,21.579264,20.693479,2.706677
72,24,22.217195,19.851876,3.159305
72,25,20.69086,19.834611,1.77837
72,26,21.319372,20.150988,1.414328
72,27,21.005683,19.637133,1.599898
72,28,21.42997,19.820428,2.235967
72,29,21.011199,20.084816,2.255067
72,30,21.538919,19.555726,2.052532
72,31,21.055749,19.079699,2.409983
72,32,20.8774,19.180535,1.76138
72,33,20.828864,19.371417,1.914561
72,34,20.927713,17.778867,0.688785
72,35,20.610317,18.525915,2.347433
72,36,21.308516,20.018638,1.649898
72,37,21.750608,20.893614,1.437002
72,38,21.299215,20.726745,2.062898
72,39,21.380045,19.812691,1.017204
72,40,22.993974,20.223807,1.964302
73,1,25.543472,21.490812,1.936673
73,2,26.402166,22.361786,1.33246
73,3,25.81125,22.001366,1.413628
73,4,26.907786,22.352347,1.717006
73,5,28.693406,21.624619,1.513765
73,6,28.750191,20.848978,1.379586
73,7,27.888088,22.05093,1.596127
73,8,28.110648,21.154576,1.130404
73,9,27.749439,21.918575,1.657059
73,10,27.024918,21.628805,1.41098
73,11,26.053006,21.541224,1.487309
73,12,26.731817,20.758914,1.595118
73,13,27.450165,20.99814,1.161554
73,14,26.928725,21.495007,1.435888
73,15,26.196634,20.384722,0.852973
73,16,25.552706,21.407375,1.219914
73,17,25.119256,20.741342,1.087686
73,18,25.052473,20.718589,1.17218
73,19,25.327665,20.491361,1.360305
73,20,25.665602,20.653913,1.054112
73,21,25.124984,21.627234,1.685716
73,22,25.860315,21.341369,1.886641
73,23,26.229814,21.682197,1.078968
73,24,26.330363,21.692858,1.35306
73,25,24.217767,22.453231,1.431989
73,26,25.471526,22.259391,1.235328
73,27,25.614148,22.234621,1.479742
73,28,24.194542,21.547731,1.302238
73,29,24.092295,21.513213,1.024027
73,30,24.650933,22.169117,1.222866
73,31,25.123886,22.130487,1.698865
73,32,24.616199,22.044813,1.621305
73,33,24.157169,22.153113,1.622442
73,34,24.701368,21.711909,1.069865
73,35,,,
73,36,23.670176,21.981115,1.662623
73,37,24.0322,21.982802,2.303962
73,38,24.868979,22.086199,2.176939
73,39,24.930025,21.424649,2.417241
73,40,25.188731,22.071988,1.237877
74,1,16.238805,27.435409,1.776869
74,2,16.41213,27.228971,1.101887
74,3,17.09356,27.726118,1.65121
74,4,16.302152,26.788069,1.002291
74,5,18.458073,27.540626,2.928593
74,6,17.749548,26.891601,1.360835
74,7,16.553194,27.338006,1.007169
74,8,16.304775,28.034475,1.196406
74,9,15.332774,28.490664,0.779696
74,10,14.77556,27.729247,1.112936
74,11,15.219105,28.257177,2.162231
74,12,16.036873,27.099662,2.227578
74,13,15.247515,26.932945,1.464424
74,14,15.971623,27.310798,1.420418
74,15,15.609911,27.474142,0.848136
74,16,14.572598,27.92712,1.377776
74,17,14.657265,26.48041,1.376818
74,18,13.943045,25.436028,1.083949
74,19,14.062376,26.088507,1.171894
74,20,13.79256,26.479218,0.978922
74,21,14.515835,27.443227,1.123818
74,22,13.74091,26.862419,1.388916
74,23,14.389484,26.109138,1.593526
74,24,14.650687,26.191225,1.771836
74,25,15.726729,25.844766,1.199804
74,26,15.538539,26.206807,1.423251
74,27,15.103231,25.531089,1.344096
74,28,15.255463,25.933577,1.869454
74,29,15.627678,25.201891,0.984372
74,30,13.628625,25.428095,1.856331
74,31,13.947459,25.631535,1.382399
74,32,14.252589,25.723261,1.244085
74,33,16.283772,26.051783,1.191472
74,34,17.242026,25.437819,1.351213
74,35,,,
74,36,15.998446,26.034417,1.268165
74,37,16.273327,25.178173,1.17936
74,38,14.888961,25.533115,1.424723
74,39,15.777231,26.718234,0.818647
74,40,15.918232,26.417658,1.351668
75,1,23.576017,19.866295,1.602778
75,2,22.71393,19.986693,1.452739
75,3,24.970509,20.035705,1.199787
75,4,25.620574,20.107523,1.295666
75,5,26.686441,20.059566,0.944866
75,6,25.946918,19.668481,1.088845
75,7,24.795955,19.076392,0.935566
75,8,23.534967,19.314737,1.453555
75,9,23.725017,19.572636,1.014501
75,10,23.500473,19.02015,1.665891
75,11,24.554175,19.383818,1.5646
75,12,22.488627,18.278405,1.270258
75,13,25.284126,19.617203,1.173618
75,14,24.119061,19.503879,1.29466
75,15,23.378694,19.825059,0.868676
